Inquiry Type,Customer Type,Conversation History,Response,Sentiment,Timestamp,Channel
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Neutral,2022-10-07T09:19:43,Chat
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2023-08-06T09:19:43,Phone
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2022-12-20T09:19:43,Email
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2023-02-18T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2022-11-05T09:19:43,Phone
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2022-12-22T09:19:43,Email
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2023-05-28T09:19:43,Phone
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2022-09-24T09:19:43,Phone
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-03-09T09:19:43,Phone
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-10-25T09:19:43,Phone
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2023-03-16T09:19:43,Email
Credit Card Application,Prospective Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2022-10-09T09:19:43,Phone
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2022-11-09T09:19:43,Email
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2022-10-28T09:19:43,Email
Credit Card Application,Existing Customer,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2022-11-17T09:19:43,Email
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2022-10-08T09:19:43,Chat
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2023-06-23T09:19:43,Email
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2022-10-30T09:19:43,Phone
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-11-22T09:19:43,Phone
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2022-11-27T09:19:43,Chat
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2022-08-09T09:19:43,Chat
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Positive,2022-08-31T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-11-11T09:19:43,Email
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Negative,2023-07-07T09:19:43,Chat
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2022-09-26T09:19:43,Chat
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2023-03-28T09:19:43,Phone
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2023-03-20T09:19:43,Phone
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2022-12-22T09:19:43,Phone
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Negative,2022-11-25T09:19:43,Email
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2022-12-09T09:19:43,Email
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-02-11T09:19:43,Email
Investment Options,Prospective Customer,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Neutral,2022-12-24T09:19:43,Phone
Fraud Reporting,Business Client,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-02-28T09:19:43,Phone
Account Inquiry,Existing Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Positive,2022-09-16T09:19:43,Chat
Fraud Reporting,Existing Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Positive,2023-02-24T09:19:43,Email
Fraud Reporting,Prospective Customer,I think there's a fraudulent charge on my card. | I'm sorry to hear that. Can you provide the details?,Thank you for the information. We will investigate this immediately.,Negative,2023-04-15T09:19:43,Chat
Loan Eligibility,Existing Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Positive,2023-04-04T09:19:43,Email
Loan Eligibility,Business Client,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2022-09-25T09:19:43,Phone
Account Inquiry,Prospective Customer,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Neutral,2022-11-27T09:19:43,Phone
Credit Card Application,Business Client,I want to apply for a credit card. | Certainly! What type of card are you interested in?,You can apply online or visit our branch.,Negative,2023-05-19T09:19:43,Email
Investment Options,Business Client,"I want to know about investment options. | Certainly! Are you interested in stocks, bonds, or mutual funds?","We offer a range of investment options including stocks, bonds, and mutual funds.",Positive,2023-01-25T09:19:43,Email
Loan Eligibility,Prospective Customer,Can I apply for a loan? | Of course! What type of loan are you looking for?,"You are eligible for a loan of up to $50,000.",Neutral,2023-05-22T09:19:43,Chat
Account Inquiry,Business Client,"Hi, I need help with my account. | Sure, what do you need? | Can you check my balance?","Of course! Your current balance is $10,000.",Negative,2023-01-10T09:19:43,Email
